car_code,section_key,subsection_key,name,status,remarks
CAR038,supporting_systems,fuel_supply,Fuel Pump,flawless,Fuel supply system working perfectly
CAR038,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR038,interiors_ac,ac_system,AC Cooling,flawless,AC system working efficiently
CAR038,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR038,exteriors_lights,body_panels,Front Bumper,flawless,No damage
CAR038,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR038,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR039,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR039,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR039,core_systems,chassis,Chassis Condition,minor,"Minor wear, no structural issues"
CAR039,supporting_systems,fuel_supply,Fuel Pump,flawless,Fuel supply system working perfectly
CAR039,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR039,interiors_ac,ac_system,AC Cooling,flawless,AC system working efficiently
CAR039,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR039,exteriors_lights,body_panels,Front Bumper,minor,Minor scratches
CAR039,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR039,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR040,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR040,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR040,core_systems,chassis,Chassis Condition,minor,"Minor wear, no structural issues"
CAR040,supporting_systems,fuel_supply,Fuel Pump,minor,Fuel supply system working perfectly
CAR040,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR040,interiors_ac,ac_system,AC Cooling,flawless,AC system working efficiently
CAR040,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR040,exteriors_lights,body_panels,Front Bumper,flawless,No damage
CAR040,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR040,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR041,core_systems,engine,Engine Noise,minor,Slight engine noise observed
CAR041,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR041,core_systems,chassis,Chassis Condition,flawless,Chassis in excellent condition
CAR041,supporting_systems,fuel_supply,Fuel Pump,flawless,Fuel supply system working perfectly
CAR041,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR041,interiors_ac,ac_system,AC Cooling,minor,AC system working efficiently
CAR041,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR041,exteriors_lights,body_panels,Front Bumper,minor,Minor scratches
CAR041,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR041,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR042,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR042,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR042,core_systems,chassis,Chassis Condition,flawless,Chassis in excellent condition
CAR042,supporting_systems,fuel_supply,Fuel Pump,flawless,Fuel supply system working perfectly
CAR042,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR042,interiors_ac,ac_system,AC Cooling,flawless,AC system working efficiently
CAR042,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR042,exteriors_lights,body_panels,Front Bumper,flawless,No damage
CAR042,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR042,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR043,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR043,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR043,core_systems,chassis,Chassis Condition,flawless,Chassis in excellent condition
CAR043,supporting_systems,fuel_supply,Fuel Pump,minor,Fuel supply system working perfectly
CAR043,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR043,interiors_ac,ac_system,AC Cooling,flawless,AC system working efficiently
CAR043,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR043,exteriors_lights,body_panels,Front Bumper,minor,Minor scratches
CAR043,wear_tear_parts,suspension,Shock Absorbers,minor,Suspension in good condition
CAR043,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR044,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR044,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR044,core_systems,chassis,Chassis Condition,flawless,Chassis in excellent condition
CAR044,supporting_systems,fuel_supply,Fuel Pump,flawless,Fuel supply system working perfectly
CAR044,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR044,interiors_ac,ac_system,AC Cooling,flawless,AC system working efficiently
CAR044,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR044,exteriors_lights,body_panels,Front Bumper,flawless,No damage
CAR044,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR044,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR045,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR045,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR045,core_systems,chassis,Chassis Condition,flawless,Chassis in excellent condition
CAR045,supporting_systems,fuel_supply,Fuel Pump,minor,Fuel supply system working perfectly
CAR045,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR045,interiors_ac,ac_system,AC Cooling,flawless,AC system working efficiently
CAR045,interiors_ac,audio_infotainment,Audio System,minor,Audio system functioning well
CAR045,exteriors_lights,body_panels,Front Bumper,minor,Minor scratches
CAR045,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR045,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR046,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR046,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR046,core_systems,chassis,Chassis Condition,flawless,Chassis in excellent condition
CAR046,supporting_systems,fuel_supply,Fuel Pump,minor,Fuel supply system working perfectly
CAR046,supporting_systems,ignition_system,Spark Plugs,minor,Ignition system in good condition
CAR046,interiors_ac,ac_system,AC Cooling,flawless,AC system working efficiently
CAR046,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR046,exteriors_lights,body_panels,Front Bumper,flawless,No damage
CAR046,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR046,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR047,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR047,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR047,core_systems,chassis,Chassis Condition,minor,"Minor wear, no structural issues"
CAR047,supporting_systems,fuel_supply,Fuel Pump,flawless,Fuel supply system working perfectly
CAR047,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR047,interiors_ac,ac_system,AC Cooling,flawless,AC system working efficiently
CAR047,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR047,exteriors_lights,body_panels,Front Bumper,minor,Minor scratches
CAR047,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR047,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR048,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR048,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR048,core_systems,chassis,Chassis Condition,flawless,Chassis in excellent condition
CAR048,supporting_systems,fuel_supply,Fuel Pump,minor,Fuel supply system working perfectly
CAR048,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR048,interiors_ac,ac_system,AC Cooling,minor,AC system working efficiently
CAR048,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR048,exteriors_lights,body_panels,Front Bumper,flawless,No damage
CAR048,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR048,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
CAR049,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR049,core_systems,transmission,Gear Shifting,flawless,Smooth gear transitions
CAR049,core_systems,chassis,Chassis Condition,flawless,Chassis in excellent condition
CAR049,supporting_systems,fuel_supply,Fuel Pump,flawless,Fuel supply system working perfectly
CAR049,supporting_systems,ignition_system,Spark Plugs,minor,Ignition system in good condition
CAR049,interiors_ac,ac_system,AC Cooling,flawless,AC system working efficiently
CAR049,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR049,exteriors_lights,body_panels,Front Bumper,flawless,No damage
CAR049,wear_tear_parts,suspension,Shock Absorbers,flawless,Suspension in good condition
CAR049,wear_tear_parts,steering,Steering Response,minor,Steering working smoothly
CAR050,core_systems,engine,Engine Noise,flawless,Engine runs smoothly
CAR050,core_systems,transmission,Gear Shifting,minor,Smooth gear transitions
CAR050,core_systems,chassis,Chassis Condition,flawless,Chassis in excellent condition
CAR050,supporting_systems,fuel_supply,Fuel Pump,flawless,Fuel supply system working perfectly
CAR050,supporting_systems,ignition_system,Spark Plugs,flawless,Ignition system in good condition
CAR050,interiors_ac,ac_system,AC Cooling,minor,AC system working efficiently
CAR050,interiors_ac,audio_infotainment,Audio System,flawless,Audio system functioning well
CAR050,exteriors_lights,body_panels,Front Bumper,flawless,No damage
CAR050,wear_tear_parts,suspension,Shock Absorbers,minor,Suspension in good condition
CAR050,wear_tear_parts,steering,Steering Response,flawless,Steering working smoothly
