car_code,category_key,category_title,name,status
CAR010,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR010,comfort_convenience,Comfort Convenience,Power steering,flawless
CAR010,comfort_convenience,Comfort Convenience,12V power outlets,damaged
CAR010,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR010,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR010,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR010,comfort_convenience,Comfort Convenience,Cup holders,flawless
CAR010,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR010,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR010,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,flawless
CAR010,comfort_convenience,Comfort Convenience,Rear armrest cup holders,flawless
CAR010,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR010,comfort_convenience,Comfort Convenience,Dual zone climate control,flawless
CAR010,comfort_convenience,Comfort Convenience,Automatic climate control,flawless
CAR010,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,little_flaw
CAR010,comfort_convenience,Comfort Convenience,Third row cup holders,damaged
CAR010,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR010,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,little_flaw
CAR010,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR010,interior,Interior,Door pockets,flawless
CAR010,interior,Interior,Seat upholstery type - Fabric seats,little_flaw
CAR010,interior,Interior,Digital tripmeter,damaged
CAR010,interior,Interior,Headrests,little_flaw
CAR010,interior,Interior,Interior door handles,flawless
CAR010,interior,Interior,Digital cockpit,flawless
CAR010,interior,Interior,Digital odometer,damaged
CAR010,interior,Interior,Digital Instrument cluster,flawless
CAR010,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR010,exterior,Exterior,Rear power window,flawless
CAR010,exterior,Exterior,Body colored bumpers,flawless
CAR010,exterior,Exterior,Tail lamps - Conventional,flawless
CAR010,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR010,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR010,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR010,exterior,Exterior,Xenon headlamps / hid-headlamps,little_flaw
CAR011,safety,Safety,Engine immobilizer,damaged
CAR011,safety,Safety,Anti theft device,flawless
CAR011,safety,Safety,Headlight and ignition off reminder,little_flaw
CAR011,safety,Safety,Central locking,flawless
CAR011,safety,Safety,Speed sensing central door locking,flawless
CAR011,safety,Safety,Power door locks,little_flaw
CAR011,safety,Safety,Child safety lock,flawless
CAR011,safety,Safety,Low fuel level warning,flawless
CAR011,safety,Safety,Door ajar warning,flawless
CAR011,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,little_flaw
CAR011,comfort_convenience,Comfort Convenience,Folding rear seat,damaged
CAR011,comfort_convenience,Comfort Convenience,Power windows,little_flaw
CAR011,comfort_convenience,Comfort Convenience,Distance to empty display,flawless
CAR011,comfort_convenience,Comfort Convenience,Air conditioner,little_flaw
CAR011,comfort_convenience,Comfort Convenience,Power steering,flawless
CAR011,comfort_convenience,Comfort Convenience,12V power outlets,little_flaw
CAR011,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR011,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR011,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,little_flaw
CAR011,comfort_convenience,Comfort Convenience,Cup holders,flawless
CAR011,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,damaged
CAR011,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR011,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,flawless
CAR011,comfort_convenience,Comfort Convenience,Rear armrest cup holders,flawless
CAR011,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR011,comfort_convenience,Comfort Convenience,Dual zone climate control,little_flaw
CAR011,comfort_convenience,Comfort Convenience,Automatic climate control,damaged
CAR011,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,flawless
CAR011,comfort_convenience,Comfort Convenience,Third row cup holders,flawless
CAR011,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR011,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,little_flaw
CAR011,comfort_convenience,Comfort Convenience,Auto dimming IRVM,little_flaw
CAR011,interior,Interior,Door pockets,flawless
CAR011,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR011,interior,Interior,Digital tripmeter,little_flaw
CAR011,interior,Interior,Headrests,flawless
CAR011,interior,Interior,Interior door handles,little_flaw
CAR011,interior,Interior,Digital cockpit,damaged
CAR011,interior,Interior,Digital odometer,flawless
CAR011,interior,Interior,Digital Instrument cluster,flawless
CAR011,exterior,Exterior,Outside rear view mirrors (ORVMs),little_flaw
CAR011,exterior,Exterior,Rear power window,little_flaw
CAR011,exterior,Exterior,Body colored bumpers,flawless
CAR011,exterior,Exterior,Tail lamps - Conventional,little_flaw
CAR011,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR011,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR011,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR011,exterior,Exterior,Xenon headlamps / hid-headlamps,little_flaw
CAR012,safety,Safety,Engine immobilizer,flawless
CAR012,safety,Safety,Anti theft device,little_flaw
CAR012,safety,Safety,Headlight and ignition off reminder,flawless
CAR012,safety,Safety,Central locking,flawless
CAR012,safety,Safety,Speed sensing central door locking,flawless
CAR012,safety,Safety,Power door locks,flawless
CAR012,safety,Safety,Child safety lock,flawless
CAR012,safety,Safety,Low fuel level warning,flawless
CAR012,safety,Safety,Door ajar warning,flawless
CAR012,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR012,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR012,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR012,comfort_convenience,Comfort Convenience,Distance to empty display,flawless
CAR012,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR012,comfort_convenience,Comfort Convenience,Power steering,flawless
CAR012,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR012,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,little_flaw
CAR012,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR012,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR012,comfort_convenience,Comfort Convenience,Cup holders,flawless
CAR012,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR012,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR012,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,flawless
CAR012,comfort_convenience,Comfort Convenience,Rear armrest cup holders,damaged
CAR012,comfort_convenience,Comfort Convenience,Power steering type - EPS,little_flaw
CAR012,comfort_convenience,Comfort Convenience,Dual zone climate control,flawless
CAR012,comfort_convenience,Comfort Convenience,Automatic climate control,damaged
CAR012,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,flawless
CAR012,comfort_convenience,Comfort Convenience,Third row cup holders,flawless
CAR012,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR012,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,flawless
CAR012,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR012,interior,Interior,Door pockets,little_flaw
CAR012,interior,Interior,Seat upholstery type - Fabric seats,damaged
CAR012,interior,Interior,Digital tripmeter,little_flaw
CAR012,interior,Interior,Headrests,little_flaw
CAR012,interior,Interior,Interior door handles,damaged
CAR012,interior,Interior,Digital cockpit,little_flaw
CAR012,interior,Interior,Digital odometer,flawless
CAR012,interior,Interior,Digital Instrument cluster,damaged
CAR012,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR012,exterior,Exterior,Rear power window,little_flaw
CAR012,exterior,Exterior,Body colored bumpers,flawless
CAR012,exterior,Exterior,Tail lamps - Conventional,flawless
CAR012,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR012,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR012,exterior,Exterior,Tail lamps type - Conventional,little_flaw
CAR012,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR013,safety,Safety,Engine immobilizer,damaged
CAR013,safety,Safety,Anti theft device,little_flaw
CAR013,safety,Safety,Headlight and ignition off reminder,little_flaw
CAR013,safety,Safety,Central locking,flawless
CAR013,safety,Safety,Speed sensing central door locking,flawless
CAR013,safety,Safety,Power door locks,flawless
CAR013,safety,Safety,Child safety lock,damaged
CAR013,safety,Safety,Low fuel level warning,flawless
CAR013,safety,Safety,Door ajar warning,little_flaw
CAR013,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR013,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR013,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR013,comfort_convenience,Comfort Convenience,Distance to empty display,flawless
CAR013,comfort_convenience,Comfort Convenience,Air conditioner,little_flaw
CAR013,comfort_convenience,Comfort Convenience,Power steering,flawless
CAR013,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR013,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR013,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR013,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR013,comfort_convenience,Comfort Convenience,Cup holders,flawless
CAR013,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR013,comfort_convenience,Comfort Convenience,Digital Clock,little_flaw
CAR013,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,little_flaw
CAR013,comfort_convenience,Comfort Convenience,Rear armrest cup holders,flawless
CAR013,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR013,comfort_convenience,Comfort Convenience,Dual zone climate control,flawless
CAR013,comfort_convenience,Comfort Convenience,Automatic climate control,flawless
CAR013,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,little_flaw
CAR013,comfort_convenience,Comfort Convenience,Third row cup holders,flawless
CAR013,comfort_convenience,Comfort Convenience,Three zone climate control,little_flaw
CAR013,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,little_flaw
CAR013,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR013,interior,Interior,Door pockets,flawless
CAR013,interior,Interior,Seat upholstery type - Fabric seats,damaged
CAR013,interior,Interior,Digital tripmeter,damaged
CAR013,interior,Interior,Headrests,flawless
CAR013,interior,Interior,Interior door handles,flawless
CAR013,interior,Interior,Digital cockpit,little_flaw
CAR013,interior,Interior,Digital odometer,flawless
CAR013,interior,Interior,Digital Instrument cluster,flawless
CAR013,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR013,exterior,Exterior,Rear power window,flawless
CAR013,exterior,Exterior,Body colored bumpers,flawless
CAR013,exterior,Exterior,Tail lamps - Conventional,flawless
CAR013,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR013,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR013,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR013,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR014,safety,Safety,Engine immobilizer,flawless
CAR014,safety,Safety,Anti theft device,flawless
CAR014,safety,Safety,Headlight and ignition off reminder,flawless
CAR014,safety,Safety,Central locking,flawless
CAR014,safety,Safety,Speed sensing central door locking,little_flaw
CAR014,safety,Safety,Power door locks,flawless
CAR014,safety,Safety,Child safety lock,little_flaw
CAR014,safety,Safety,Low fuel level warning,flawless
CAR014,safety,Safety,Door ajar warning,flawless
CAR014,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,damaged
CAR014,comfort_convenience,Comfort Convenience,Folding rear seat,little_flaw
CAR014,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR014,comfort_convenience,Comfort Convenience,Distance to empty display,damaged
CAR014,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR014,comfort_convenience,Comfort Convenience,Power steering,flawless
CAR014,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR014,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,little_flaw
CAR014,comfort_convenience,Comfort Convenience,Adjustable ORVM,damaged
CAR014,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,little_flaw
CAR014,comfort_convenience,Comfort Convenience,Cup holders,little_flaw
CAR014,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR014,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR014,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,little_flaw
CAR014,comfort_convenience,Comfort Convenience,Rear armrest cup holders,little_flaw
CAR014,comfort_convenience,Comfort Convenience,Power steering type - EPS,little_flaw
CAR014,comfort_convenience,Comfort Convenience,Dual zone climate control,little_flaw
CAR014,comfort_convenience,Comfort Convenience,Automatic climate control,damaged
CAR014,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,flawless
CAR014,comfort_convenience,Comfort Convenience,Third row cup holders,damaged
CAR014,comfort_convenience,Comfort Convenience,Three zone climate control,damaged
CAR014,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,little_flaw
CAR014,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR014,interior,Interior,Door pockets,flawless
CAR014,interior,Interior,Seat upholstery type - Fabric seats,damaged
CAR014,interior,Interior,Digital tripmeter,little_flaw
CAR014,interior,Interior,Headrests,flawless
CAR014,interior,Interior,Interior door handles,little_flaw
CAR014,interior,Interior,Digital cockpit,little_flaw
CAR014,interior,Interior,Digital odometer,flawless
CAR014,interior,Interior,Digital Instrument cluster,flawless
CAR014,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR014,exterior,Exterior,Rear power window,flawless
CAR014,exterior,Exterior,Body colored bumpers,flawless
CAR014,exterior,Exterior,Tail lamps - Conventional,flawless
CAR014,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR014,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR014,exterior,Exterior,Tail lamps type - Conventional,damaged
CAR014,exterior,Exterior,Xenon headlamps / hid-headlamps,little_flaw
CAR015,safety,Safety,Engine immobilizer,little_flaw
CAR015,safety,Safety,Anti theft device,little_flaw
CAR015,safety,Safety,Headlight and ignition off reminder,flawless
CAR015,safety,Safety,Central locking,flawless
CAR015,safety,Safety,Speed sensing central door locking,flawless
CAR015,safety,Safety,Power door locks,little_flaw
CAR015,safety,Safety,Child safety lock,flawless
CAR015,safety,Safety,Low fuel level warning,flawless
CAR015,safety,Safety,Door ajar warning,flawless
CAR015,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR015,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR015,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR015,comfort_convenience,Comfort Convenience,Distance to empty display,flawless
CAR015,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR015,comfort_convenience,Comfort Convenience,Power steering,flawless
CAR015,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR015,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR015,comfort_convenience,Comfort Convenience,Adjustable ORVM,little_flaw
CAR015,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,damaged
CAR015,comfort_convenience,Comfort Convenience,Cup holders,flawless
CAR015,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR015,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR015,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,flawless
CAR015,comfort_convenience,Comfort Convenience,Rear armrest cup holders,flawless
CAR015,comfort_convenience,Comfort Convenience,Power steering type - EPS,damaged
CAR015,comfort_convenience,Comfort Convenience,Dual zone climate control,damaged
CAR015,comfort_convenience,Comfort Convenience,Automatic climate control,flawless
CAR015,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,damaged
CAR015,comfort_convenience,Comfort Convenience,Third row cup holders,little_flaw
CAR015,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR015,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,damaged
CAR015,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR015,interior,Interior,Door pockets,little_flaw
CAR015,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR015,interior,Interior,Digital tripmeter,flawless
CAR015,interior,Interior,Headrests,flawless
CAR015,interior,Interior,Interior door handles,little_flaw
CAR015,interior,Interior,Digital cockpit,flawless
CAR015,interior,Interior,Digital odometer,little_flaw
CAR015,interior,Interior,Digital Instrument cluster,damaged
CAR015,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR015,exterior,Exterior,Rear power window,flawless
CAR015,exterior,Exterior,Body colored bumpers,flawless
CAR015,exterior,Exterior,Tail lamps - Conventional,flawless
CAR015,exterior,Exterior,Exterior door handle colour - Body Coloured,little_flaw
CAR015,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR015,exterior,Exterior,Tail lamps type - Conventional,little_flaw
CAR015,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR016,safety,Safety,Engine immobilizer,flawless
CAR016,safety,Safety,Anti theft device,little_flaw
CAR016,safety,Safety,Headlight and ignition off reminder,flawless
CAR016,safety,Safety,Central locking,damaged
CAR016,safety,Safety,Speed sensing central door locking,little_flaw
CAR016,safety,Safety,Power door locks,damaged
CAR016,safety,Safety,Child safety lock,flawless
CAR016,safety,Safety,Low fuel level warning,little_flaw
CAR016,safety,Safety,Door ajar warning,little_flaw
CAR016,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR016,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR016,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR016,comfort_convenience,Comfort Convenience,Distance to empty display,damaged
CAR016,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR016,comfort_convenience,Comfort Convenience,Power steering,damaged
CAR016,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR016,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR016,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR016,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,little_flaw
CAR016,comfort_convenience,Comfort Convenience,Cup holders,little_flaw
CAR016,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR016,comfort_convenience,Comfort Convenience,Digital Clock,little_flaw
CAR016,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,damaged
CAR016,comfort_convenience,Comfort Convenience,Rear armrest cup holders,little_flaw
CAR016,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR016,comfort_convenience,Comfort Convenience,Dual zone climate control,flawless
CAR016,comfort_convenience,Comfort Convenience,Automatic climate control,flawless
CAR016,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,damaged
CAR016,comfort_convenience,Comfort Convenience,Third row cup holders,flawless
CAR016,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR016,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,damaged
CAR016,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR016,interior,Interior,Door pockets,little_flaw
CAR016,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR016,interior,Interior,Digital tripmeter,little_flaw
CAR016,interior,Interior,Headrests,flawless
CAR016,interior,Interior,Interior door handles,little_flaw
CAR016,interior,Interior,Digital cockpit,little_flaw
CAR016,interior,Interior,Digital odometer,little_flaw
CAR016,interior,Interior,Digital Instrument cluster,flawless
CAR016,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR016,exterior,Exterior,Rear power window,flawless
CAR016,exterior,Exterior,Body colored bumpers,flawless
CAR016,exterior,Exterior,Tail lamps - Conventional,flawless
CAR016,exterior,Exterior,Exterior door handle colour - Body Coloured,damaged
CAR016,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR016,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR016,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR017,safety,Safety,Engine immobilizer,flawless
CAR017,safety,Safety,Anti theft device,flawless
CAR017,safety,Safety,Headlight and ignition off reminder,flawless
CAR017,safety,Safety,Central locking,flawless
CAR017,safety,Safety,Speed sensing central door locking,flawless
CAR017,safety,Safety,Power door locks,flawless
CAR017,safety,Safety,Child safety lock,little_flaw
CAR017,safety,Safety,Low fuel level warning,damaged
CAR017,safety,Safety,Door ajar warning,flawless
CAR017,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,little_flaw
CAR017,comfort_convenience,Comfort Convenience,Folding rear seat,little_flaw
CAR017,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR017,comfort_convenience,Comfort Convenience,Distance to empty display,little_flaw
CAR017,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR017,comfort_convenience,Comfort Convenience,Power steering,flawless
CAR017,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR017,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR017,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR017,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR017,comfort_convenience,Comfort Convenience,Cup holders,damaged
CAR017,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR017,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR017,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,damaged
CAR017,comfort_convenience,Comfort Convenience,Rear armrest cup holders,flawless
CAR017,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR017,comfort_convenience,Comfort Convenience,Dual zone climate control,flawless
CAR017,comfort_convenience,Comfort Convenience,Automatic climate control,little_flaw
CAR017,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,flawless
CAR017,comfort_convenience,Comfort Convenience,Third row cup holders,damaged
CAR017,comfort_convenience,Comfort Convenience,Three zone climate control,little_flaw
CAR017,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,flawless
CAR017,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR017,interior,Interior,Door pockets,flawless
CAR017,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR017,interior,Interior,Digital tripmeter,flawless
CAR017,interior,Interior,Headrests,flawless
CAR017,interior,Interior,Interior door handles,flawless
CAR017,interior,Interior,Digital cockpit,damaged
CAR017,interior,Interior,Digital odometer,damaged
CAR017,interior,Interior,Digital Instrument cluster,flawless
CAR017,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR017,exterior,Exterior,Rear power window,flawless
CAR017,exterior,Exterior,Body colored bumpers,flawless
CAR017,exterior,Exterior,Tail lamps - Conventional,flawless
CAR017,exterior,Exterior,Exterior door handle colour - Body Coloured,little_flaw
CAR017,exterior,Exterior,Headlights Bulb type - Halogen,damaged
CAR017,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR017,exterior,Exterior,Xenon headlamps / hid-headlamps,little_flaw
CAR018,safety,Safety,Engine immobilizer,flawless
CAR018,safety,Safety,Anti theft device,little_flaw
CAR018,safety,Safety,Headlight and ignition off reminder,little_flaw
CAR018,safety,Safety,Central locking,flawless
CAR018,safety,Safety,Speed sensing central door locking,flawless
CAR018,safety,Safety,Power door locks,flawless
CAR018,safety,Safety,Child safety lock,flawless
CAR018,safety,Safety,Low fuel level warning,flawless
CAR018,safety,Safety,Door ajar warning,damaged
CAR018,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,little_flaw
CAR018,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR018,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR018,comfort_convenience,Comfort Convenience,Distance to empty display,flawless
CAR018,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR018,comfort_convenience,Comfort Convenience,Power steering,flawless
CAR018,comfort_convenience,Comfort Convenience,12V power outlets,little_flaw
CAR018,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR018,comfort_convenience,Comfort Convenience,Adjustable ORVM,damaged
CAR018,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR018,comfort_convenience,Comfort Convenience,Cup holders,flawless
CAR018,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,little_flaw
CAR018,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR018,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,flawless
CAR018,comfort_convenience,Comfort Convenience,Rear armrest cup holders,damaged
CAR018,comfort_convenience,Comfort Convenience,Power steering type - EPS,little_flaw
CAR018,comfort_convenience,Comfort Convenience,Dual zone climate control,little_flaw
CAR018,comfort_convenience,Comfort Convenience,Automatic climate control,flawless
CAR018,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,flawless
CAR018,comfort_convenience,Comfort Convenience,Third row cup holders,flawless
CAR018,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR018,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,little_flaw
CAR018,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR018,interior,Interior,Door pockets,little_flaw
CAR018,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR018,interior,Interior,Digital tripmeter,flawless
CAR018,interior,Interior,Headrests,flawless
CAR018,interior,Interior,Interior door handles,flawless
CAR018,interior,Interior,Digital cockpit,little_flaw
CAR018,interior,Interior,Digital odometer,damaged
CAR018,interior,Interior,Digital Instrument cluster,flawless
CAR018,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR018,exterior,Exterior,Rear power window,flawless
CAR018,exterior,Exterior,Body colored bumpers,flawless
CAR018,exterior,Exterior,Tail lamps - Conventional,little_flaw
CAR018,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR018,exterior,Exterior,Headlights Bulb type - Halogen,damaged
CAR018,exterior,Exterior,Tail lamps type - Conventional,little_flaw
CAR018,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR019,safety,Safety,Engine immobilizer,little_flaw
CAR019,safety,Safety,Anti theft device,flawless
CAR019,safety,Safety,Headlight and ignition off reminder,flawless
CAR019,safety,Safety,Central locking,flawless
CAR019,safety,Safety,Speed sensing central door locking,flawless
CAR019,safety,Safety,Power door locks,flawless
CAR019,safety,Safety,Child safety lock,little_flaw
CAR019,safety,Safety,Low fuel level warning,damaged
CAR019,safety,Safety,Door ajar warning,flawless
CAR019,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,damaged
CAR019,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR019,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR019,comfort_convenience,Comfort Convenience,Distance to empty display,little_flaw
CAR019,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR019,comfort_convenience,Comfort Convenience,Power steering,flawless
CAR019,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR019,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,damaged
CAR019,comfort_convenience,Comfort Convenience,Adjustable ORVM,little_flaw
CAR019,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR019,comfort_convenience,Comfort Convenience,Cup holders,flawless
CAR019,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR019,comfort_convenience,Comfort Convenience,Digital Clock,little_flaw
CAR019,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,flawless
CAR019,comfort_convenience,Comfort Convenience,Rear armrest cup holders,little_flaw
